computer,process_key,window_start,event_count,unique_images,unique_files,unique_extensions,unique_destination_ips,suspicious_path_count,file_activity_count,registry_activity_count,network_activity_count,event_1_count,event_3_count,event_7_count,event_11_count,event_12_count,event_13_count,event_23_count,event_26_count,label,technique_id,scenario,source
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:09:40+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:09:45+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:09:50+00:00,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:09:55+00:00,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:00+00:00,26,1,3,0,0,0,26,0,0,0,0,0,0,0,0,26,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:05+00:00,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:10+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:15+00:00,8,1,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:20+00:00,8,1,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:25+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:30+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:35+00:00,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:40+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:45+00:00,8,1,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:50+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:10:55+00:00,6,1,2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:11:00+00:00,8,1,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:11:05+00:00,8,1,2,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:11:10+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:11:15+00:00,7,1,2,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-84AF-603E-DC00-00000000AD01},2021-03-04 14:11:20+00:00,5,1,2,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-99F4-603E-8807-00000000AD01},2021-03-04 14:08:00+00:00,3,1,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-AAF3-603F-2E28-00000000AD01},2021-03-03 15:27:45+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-AAF4-603F-2F28-00000000AD01},2021-03-03 15:27:45+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:50:50+00:00,8,1,1,1,2,0,5,0,3,0,3,0,3,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:53:05+00:00,3,1,2,2,0,3,3,0,0,0,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:53:15+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:53:20+00:00,6,1,4,4,0,6,6,0,0,0,0,0,2,0,0,4,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:53:25+00:00,3,1,3,1,0,3,3,0,0,0,0,0,2,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:55:35+00:00,3,1,1,1,2,0,1,0,2,0,2,0,1,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:55:40+00:00,9,1,1,1,3,0,6,0,3,0,3,0,5,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 13:55:45+00:00,5,1,1,1,1,0,4,0,1,0,1,0,4,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 14:07:45+00:00,5,1,3,1,0,5,5,0,0,0,0,0,4,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 14:07:50+00:00,4,1,4,1,0,4,4,0,0,0,0,0,2,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 14:07:55+00:00,7,1,4,1,0,7,7,0,0,0,0,0,4,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 14:08:00+00:00,8,1,2,1,0,8,8,0,0,0,0,0,8,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-D502-6040-CD4B-00000000AD01},2021-03-04 14:10:00+00:00,3,1,3,1,0,3,3,0,0,0,0,0,2,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E599-6040-C14D-00000000AD01},2021-03-04 13:50:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E59A-6040-C24D-00000000AD01},2021-03-04 13:50:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E59A-6040-C34D-00000000AD01},2021-03-04 13:50:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E59B-6040-C44D-00000000AD01},2021-03-04 13:50:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5C6-6040-C54D-00000000AD01},2021-03-04 13:51:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5C7-6040-C64D-00000000AD01},2021-03-04 13:51:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5C8-6040-C74D-00000000AD01},2021-03-04 13:51:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5D5-6040-C84D-00000000AD01},2021-03-04 13:51:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5D6-6040-C94D-00000000AD01},2021-03-04 13:51:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5D6-6040-CA4D-00000000AD01},2021-03-04 13:51:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E5D7-6040-CB4D-00000000AD01},2021-03-04 13:51:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E602-6040-CC4D-00000000AD01},2021-03-04 13:52:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E603-6040-CD4D-00000000AD01},2021-03-04 13:52:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E603-6040-CE4D-00000000AD01},2021-03-04 13:52:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E611-6040-CF4D-00000000AD01},2021-03-04 13:52:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E612-6040-D04D-00000000AD01},2021-03-04 13:52:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E612-6040-D14D-00000000AD01},2021-03-04 13:52:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E613-6040-D24D-00000000AD01},2021-03-04 13:52:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E63E-6040-D34D-00000000AD01},2021-03-04 13:53:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E63F-6040-D44D-00000000AD01},2021-03-04 13:53:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E63F-6040-D54D-00000000AD01},2021-03-04 13:53:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E64D-6040-D64D-00000000AD01},2021-03-04 13:53:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E64E-6040-D74D-00000000AD01},2021-03-04 13:53:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E64E-6040-D84D-00000000AD01},2021-03-04 13:53:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E64F-6040-D94D-00000000AD01},2021-03-04 13:53:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E654-6040-DA4D-00000000AD01},2021-03-04 13:53:20+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E654-6040-DB4D-00000000AD01},2021-03-04 13:53:20+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E654-6040-DC4D-00000000AD01},2021-03-04 13:53:20+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E654-6040-DD4D-00000000AD01},2021-03-04 13:53:20+00:00,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E655-6040-DE4D-00000000AD01},2021-03-04 13:53:25+00:00,11,1,4,2,0,10,10,0,0,1,0,0,4,0,0,6,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E67A-6040-DF4D-00000000AD01},2021-03-04 13:54:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E67A-6040-E04D-00000000AD01},2021-03-04 13:54:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E67B-6040-E14D-00000000AD01},2021-03-04 13:54:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E689-6040-E24D-00000000AD01},2021-03-04 13:54:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E68A-6040-E34D-00000000AD01},2021-03-04 13:54:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E68A-6040-E44D-00000000AD01},2021-03-04 13:54:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E68B-6040-E54D-00000000AD01},2021-03-04 13:54:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6B6-6040-E64D-00000000AD01},2021-03-04 13:55:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6B6-6040-E74D-00000000AD01},2021-03-04 13:55:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6B7-6040-E84D-00000000AD01},2021-03-04 13:55:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6C5-6040-E94D-00000000AD01},2021-03-04 13:55:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6C6-6040-EA4D-00000000AD01},2021-03-04 13:55:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6C6-6040-EB4D-00000000AD01},2021-03-04 13:55:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6C7-6040-EC4D-00000000AD01},2021-03-04 13:55:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6F2-6040-ED4D-00000000AD01},2021-03-04 13:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6F2-6040-EE4D-00000000AD01},2021-03-04 13:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E6F3-6040-EF4D-00000000AD01},2021-03-04 13:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E701-6040-F04D-00000000AD01},2021-03-04 13:56:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E702-6040-F14D-00000000AD01},2021-03-04 13:56:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-228.attackrange.local,{5ABCFE62-E702-6040-F24D-00000000AD01},2021-03-04 13:56:15+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
