computer,process_key,window_start,event_count,unique_images,unique_files,unique_extensions,unique_destination_ips,suspicious_path_count,file_activity_count,registry_activity_count,network_activity_count,event_1_count,event_3_count,event_7_count,event_11_count,event_12_count,event_13_count,event_23_count,event_26_count,label,technique_id,scenario,source
win-dc-974.attackrange.local,{05ADC7E1-6E1A-603E-ECAA-00000000AD01},2021-03-02 16:55:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E1B-603E-EDAA-00000000AD01},2021-03-02 16:55:55+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E22-603E-EEAA-00000000AD01},2021-03-02 16:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E23-603E-EFAA-00000000AD01},2021-03-02 16:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E24-603E-F0AA-00000000AD01},2021-03-02 16:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E24-603E-F1AA-00000000AD01},2021-03-02 16:56:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2A-603E-F2AA-00000000AD01},2021-03-02 16:56:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2A-603E-F3AA-00000000AD01},2021-03-02 16:56:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2A-603E-F4AA-00000000AD01},2021-03-02 16:56:10+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2B-603E-F5AA-00000000AD01},2021-03-02 16:56:10+00:00,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2B-603E-F6AA-00000000AD01},2021-03-02 16:56:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2B-603E-F7AA-00000000AD01},2021-03-02 16:56:10+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2C-603E-F8AA-00000000AD01},2021-03-02 16:56:10+00:00,4,1,2,2,0,3,3,0,0,1,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E2C-603E-F8AA-00000000AD01},2021-03-02 16:56:15+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E32-603E-F9AA-00000000AD01},2021-03-02 16:56:05+00:00,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E32-603E-F9AA-00000000AD01},2021-03-02 16:56:15+00:00,4,1,2,2,0,3,3,0,0,1,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E32-603E-F9AA-00000000AD01},2021-03-02 16:56:20+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E37-603E-FAAA-00000000AD01},2021-03-02 16:56:20+00:00,8,1,3,2,0,7,7,0,0,1,0,0,3,0,0,4,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E37-603E-FAAA-00000000AD01},2021-03-02 16:56:25+00:00,3,1,2,1,0,3,3,0,0,0,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E39-603E-FBAA-00000000AD01},2021-03-02 16:56:25+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E39-603E-FCAA-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3B-603E-FDAA-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3B-603E-FEAA-00000000AD01},2021-03-02 16:56:25+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3C-603E-00AB-00000000AD01},2021-03-02 16:56:25+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3C-603E-FFAA-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3D-603E-01AB-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3D-603E-02AB-00000000AD01},2021-03-02 16:56:25+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3D-603E-03AB-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3D-603E-04AB-00000000AD01},2021-03-02 16:56:25+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3E-603E-05AB-00000000AD01},2021-03-02 16:56:20+00:00,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E3E-603E-05AB-00000000AD01},2021-03-02 16:56:30+00:00,4,2,3,0,0,3,3,0,0,1,0,0,0,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E56-603E-06AB-00000000AD01},2021-03-02 16:56:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E56-603E-07AB-00000000AD01},2021-03-02 16:56:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E57-603E-08AB-00000000AD01},2021-03-02 16:56:55+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E5E-603E-09AB-00000000AD01},2021-03-02 16:57:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E5F-603E-0AAB-00000000AD01},2021-03-02 16:57:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E60-603E-0BAB-00000000AD01},2021-03-02 16:57:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E60-603E-0CAB-00000000AD01},2021-03-02 16:57:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E92-603E-0DAB-00000000AD01},2021-03-02 16:57:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E92-603E-0EAB-00000000AD01},2021-03-02 16:57:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E93-603E-0FAB-00000000AD01},2021-03-02 16:57:55+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E9A-603E-10AB-00000000AD01},2021-03-02 16:58:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E9B-603E-11AB-00000000AD01},2021-03-02 16:58:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E9C-603E-12AB-00000000AD01},2021-03-02 16:58:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6E9D-603E-13AB-00000000AD01},2021-03-02 16:58:05+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6EB6-603E-15AB-00000000AD01},2021-03-02 16:58:30+00:00,4,1,2,2,0,3,3,0,0,1,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6EB6-603E-16AB-00000000AD01},2021-03-02 16:58:30+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ECE-603E-17AB-00000000AD01},2021-03-02 16:58:50+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ECF-603E-18AB-00000000AD01},2021-03-02 16:58:55+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ECF-603E-19AB-00000000AD01},2021-03-02 16:58:55+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ED6-603E-1AAB-00000000AD01},2021-03-02 16:59:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ED7-603E-1BAB-00000000AD01},2021-03-02 16:59:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ED8-603E-1CAB-00000000AD01},2021-03-02 16:59:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-6ED8-603E-1DAB-00000000AD01},2021-03-02 16:59:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:52:55+00:00,5,1,3,3,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:53:20+00:00,11,1,7,5,0,11,11,0,0,0,0,0,6,0,0,5,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:53:25+00:00,4,1,4,1,0,4,4,0,0,0,0,0,2,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:53:30+00:00,4,1,4,1,0,4,4,0,0,0,0,0,2,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:53:35+00:00,11,1,3,1,0,11,11,0,0,0,0,0,10,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:55:40+00:00,12,1,4,1,0,12,12,0,0,0,0,0,8,0,0,4,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:55:45+00:00,12,1,3,1,0,12,12,0,0,0,0,0,8,0,0,4,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7049-603D-4188-00000000AD01},2021-03-01 22:55:50+00:00,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-704C-603D-4488-00000000AD01},2021-03-01 22:53:00+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7051-603D-4588-00000000AD01},2021-03-01 22:53:05+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7052-603D-4688-00000000AD01},2021-03-01 22:53:05+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7052-603D-4788-00000000AD01},2021-03-01 22:53:05+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7055-603D-4888-00000000AD01},2021-03-01 22:53:05+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7058-603D-4988-00000000AD01},2021-03-01 22:53:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7058-603D-4A88-00000000AD01},2021-03-01 22:53:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7059-603D-4B88-00000000AD01},2021-03-01 22:53:10+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7060-603D-4C88-00000000AD01},2021-03-01 22:53:20+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7060-603D-4D88-00000000AD01},2021-03-01 22:53:20+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7060-603D-4E88-00000000AD01},2021-03-01 22:53:20+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7060-603D-4F88-00000000AD01},2021-03-01 22:53:20+00:00,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7061-603D-5088-00000000AD01},2021-03-01 22:53:20+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7061-603D-5188-00000000AD01},2021-03-01 22:53:20+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7062-603D-5288-00000000AD01},2021-03-01 22:53:20+00:00,4,1,2,2,0,3,3,0,0,1,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7062-603D-5288-00000000AD01},2021-03-01 22:53:25+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7067-603D-5388-00000000AD01},2021-03-01 22:53:20+00:00,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7067-603D-5388-00000000AD01},2021-03-01 22:53:25+00:00,4,1,2,2,0,3,3,0,0,1,0,0,1,0,0,2,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7067-603D-5388-00000000AD01},2021-03-01 22:53:30+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-706D-603D-5488-00000000AD01},2021-03-01 22:53:25+00:00,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-706D-603D-5488-00000000AD01},2021-03-01 22:53:30+00:00,9,1,3,2,0,8,8,0,0,1,0,0,4,0,0,4,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-706D-603D-5488-00000000AD01},2021-03-01 22:53:35+00:00,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-706F-603D-5588-00000000AD01},2021-03-01 22:53:35+00:00,5,1,3,2,0,4,4,0,0,1,0,0,1,0,0,3,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-706F-603D-5688-00000000AD01},2021-03-01 22:53:35+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
win-dc-974.attackrange.local,{05ADC7E1-7071-603D-5788-00000000AD01},2021-03-01 22:53:35+00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,T1059.001,atomic_red_team,data\datasets\splunk_attack_data\datasets\attack_techniques\T1059.001\atomic_red_team\windows-sysmon.log
